LOS ALPES;748;-413.146.736;-729.929.657;748;Los Alpes;Puerto Varas;Puerto Varas;Llanquihue;Llanquihue;X Región;X Región;CL;Chile;11037756;RANGE_INTERPOLATED
GENERAL DEL CANTO;519;-531.469.974;-709.176.622;519;General del Canto;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;10637142;RANGE_INTERPOLATED
SAN JOSE LAS PERDICES;SN;-336.952.509;-712.152.322;551;O'Higgins;Melipilla;Melipilla;Melipilla;Melipilla;Región Metropolitana;Región Metropolitana;CL;Chile;10104891;ROOFTOP
LOS TAMARUGOS;2335;-387.156.128;-726.287.037;2335;Tamarugos;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;10797650;RANGE_INTERPOLATED
RODRIGO DE QUIROGA;439;-335.874.206;-706.895.665;439;Rodrigo de Quiroga;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;10104895;RANGE_INTERPOLATED
13 1 2 SUR;3067;-354.473.787;-716.363.909;3067;Pasaje Trece 1/2 Sur;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;10965636;RANGE_INTERPOLATED
PASAJE 3;2178;-273.720.805;-703.085.394;2178;Pasaje 3;Copiapó;Copiapó;Copiapo;Copiapo;III Región;III Región;CL;Chile;10965524;RANGE_INTERPOLATED
CALLE CUARTA;419;-330.253.294;-715.683.809;419;Cuarta;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10856407;RANGE_INTERPOLATED
ALMITANTE LATORRE;3;-328.388.227;-709.590.599;3;Almirante Latorre;Llay Llay;Llay Llay;San Felipe de Aconcagua;San Felipe de Aconcagua;Región de Valparaíso;Región de Valparaíso;CL;Chile;10734400;ROOFTOP
VIOLETA PARRA;2079;-334.807.546;-705.266.703;2079;Violeta Parra;Penalolen;Penalolen;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10912252;ROOFTOP
AVENIDA BROWN SUR;2340;-334.763.668;-705.953.373;2340;Brown Sur;Macul;Macul;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10480292;RANGE_INTERPOLATED
FEBRERA SECA;1535;-335.529.626;-706.076.164;1535;Febrera Seca;La Florida;La Florida;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10732753;RANGE_INTERPOLATED
GONZALO PIZARRO BLOCK 745 DEPTO.;22;-336.028.235;-708.626.762;745;Gonzalo Pizarro;Penaflor;Penaflor;Talagante;Talagante;Región Metropolitana;Región Metropolitana;CL;Chile;8404931;RANGE_INTERPOLATED
LA TIRANA;615;-334.459.321;-705.376.119;615;La Tirana;La Reina;La Reina;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10414300;RANGE_INTERPOLATED
NIQUEN;769;-335.335.174;-707.859.944;769;Ñiquén;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10253836;ROOFTOP
BOMBERO GARRIDO;1226;-349.808.112;-712.529.143;1226;Bombero Garrido;Curicó;Curicó;Curicó;Curicó;VII Región;VII Región;CL;Chile;11024706;ROOFTOP
LOS CIPRECE;2846;-202.230.054;-701.345.909;2846;Los Cipreses;Iquique;Iquique;Iquique;Iquique;Región de Tarapacá;Región de Tarapacá;CL;Chile;10733745;RANGE_INTERPOLATED
PASAJE 27;30;-33.490.051;-705.905.627;PASAJE 1;3900;El Líbano;El Líbano;Macul;Macul;Santiago;Santiago;Región Metropolitana;Región Metropolitana;11019896;ROOFTOP
PASAJE 71;6737;-335.137.488;-706.739.744;6737;Pasaje 71;Lo Espejo;Lo Espejo;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10898654;RANGE_INTERPOLATED
AVENIDA LA CRUZ;516;-375.018.504;-726.756.313;516;La Cruz;Nacimiento;Nacimiento;Biobio;Biobio;Región del Bío Bío;Región del Bío Bío;CL;Chile;10965654;RANGE_INTERPOLATED
PASAJE 3;3306;-398.411.508;-732.272.746;3306;Pasaje 3-d;Valdivia;Valdivia;Valdivia;Valdivia;Región de los Ríos;Región de los Ríos;CL;Chile;10965662;RANGE_INTERPOLATED
CRISTOBAL COLON;470;-330.509.559;-714.633.633;470;Cristóbal Colón;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;9434822;RANGE_INTERPOLATED
ISLA DE PASCUA BLOCK;350;-330.573.668;-715.360.244;350;Isla de Pascua;Viña del Mar;Viña del Mar;Región de Valparaíso;Región de Valparaíso;CL;Chile;S/N;S/N;10840019;ROOFTOP
MONTE CHIMBRAZO;345;-333.556.415;-707.473.723;345;Monte Chimbrazo;Quilicura;Quilicura;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10569284;ROOFTOP
PASAJE REMOLCADOR BRITO;2;-329.923.835;-715.084.008;2;Remolcador Brito;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10856557;RANGE_INTERPOLATED
PASAJE PUANCHO;1479;-335.665.304;-705.674.669;1479;Puancho;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10796930;ROOFTOP
STA FE;4164;-236.324.848;-70.385.057;4164;Pasaje Santa Fe;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;10325607;RANGE_INTERPOLATED
PASAJE ESMERALDA;2239;-220.913.311;-70.193.168;2239;Esmeralda;Tocopilla;Tocopilla;Región de Antofagasta;Región de Antofagasta;CL;Chile;S/N;S/N;10965548;RANGE_INTERPOLATED
MAGALLANES;1557;-299.686.857;-71.320.077;1557;Magallanes;Coquimbo;Coquimbo;Elqui;Elqui;Región de Coquimbo;Región de Coquimbo;CL;Chile;10311436;RANGE_INTERPOLATED
PASAJE SALITRE IBERA;2454;-335.891.139;-705.683.496;2454;Salitrera Iberia;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10673705;RANGE_INTERPOLATED
PSJE ORIENTE;170;-332.067.287;-706.740.442;170;Oriente;Colina;Colina;Chacabuco;Chacabuco;Región Metropolitana;Región Metropolitana;CL;Chile;10733936;RANGE_INTERPOLATED
JOSE SIMEONE CANAS;4697;-334.954.182;-706.848.032;4697;José Simeón Cañas;Pedro Aguirre Cerda;Pedro Aguirre Cerda;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10185679;RANGE_INTERPOLATED
COLO COLO PJE TRES;829;-330.372.257;-713.503.192;3;Colo Colo;Villa Alemana;Villa Alemana;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;10517655;RANGE_INTERPOLATED
CALLE DICHATO;1026.;-334.403.525;-7.075.131;1026;Dichato;Pudahuel;Pudahuel;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;11098522;RANGE_INTERPOLATED
KM;84;-328.415.436;-709.703.438;84;Chile;Llay Llay;Llay Llay;San Felipe de Aconcagua;San Felipe de Aconcagua;Región de Valparaíso;Región de Valparaíso;CL;Chile;10888717;RANGE_INTERPOLATED
AV EL PARQUE;1630;-335.157.267;-705.868.766;1630;El Parque;La Florida;La Florida;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10109094;RANGE_INTERPOLATED
GENERAL SAN MARTIN;765;-331.983.541;-706.716.241;765;General San Martín;Colina;Colina;Chacabuco;Chacabuco;Región Metropolitana;Región Metropolitana;CL;Chile;10719118;RANGE_INTERPOLATED
EL BAJO;690;-336.252.442;-706.064.142;690;El Bajo;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10797678;RANGE_INTERPOLATED
PSJ SALITRERA LA GRANJA;3350;-202.771.858;-701.069.701;3350;Salitrera La Granja;Alto Hospicio;Alto Hospicio;Iquique;Iquique;Región de Tarapacá;Región de Tarapacá;CL;Chile;10966165;RANGE_INTERPOLATED
CALLE A;20;-341.949.263;-708.889.556;20;Calle A;Doñihue;Doñihue;VI Región;VI Región;CL;Chile;S/N;S/N;10516313;RANGE_INTERPOLATED
FUTRONO;135;-341.563.283;-707.633.055;135;Pasaje Futrono;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10735159;ROOFTOP
LOS TAMARUGOS;3661;-369.783.805;-731.599.915;3661;Los Tamarugos;Coronel;Coronel;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;10846844;RANGE_INTERPOLATED
AVENIDA FRANCISCO BILBAO;3827;-334.316.932;-705.827.286;3827;Avenida Francisco Bilbao;La Reina;La Reina;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;11019553;RANGE_INTERPOLATED
PJE. RIO RAPEL;1912;-298.810.313;-712.490.869;1912;Río Rapel;La Serena;La Serena;Elqui;Elqui;Región de Coquimbo;Región de Coquimbo;CL;Chile;10965139;ROOFTOP
PASAJE SANTO DOMINGO;2613;-29.875.912;-71.232.945;2613;Santo Domingo;La Serena;La Serena;Elqui;Elqui;Región de Coquimbo;Región de Coquimbo;CL;Chile;10104485;RANGE_INTERPOLATED
ISLA HANNOVER;544;-335.442.567;-706.197.216;544;Isla Hannover;La Granja;La Granja;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10735087;ROOFTOP
ARGENTINA;377;-333.577.004;-707.470.464;377;Argentina;Quilicura;Quilicura;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10912516;RANGE_INTERPOLATED
PASAJE 1;220;-369.333.358;-730.174.175;220;Pasaje 1;Chiguayante;Chiguayante;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;9580607;RANGE_INTERPOLATED
PEDRO AGUIRRE CERDA;353;-371.732.391;-72.944.442;353;Pedro Aguirre Cerda;Santa Juana;Santa Juana;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;10734205;RANGE_INTERPOLATED
LAS FLORISTAS;405;-387.113.801;-726.625.137;405;Los Floristas;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;10965079;RANGE_INTERPOLATED
PASAJE 26;6480;-334.171.513;-705.834.981;PASAJE;322;Av. Américo Vespucio Sur;Avenida Américo Vespucio Sur;Las Condes;Las Condes;Santiago;Santiago;Región Metropolitana;Región Metropolitana;10734828;ROOFTOP
ECHURREN;241;-366.189.445;-72.099.432;241;Echaurren;Chillan;Chillan;Nuble;Nuble;Región del Bío Bío;Región del Bío Bío;CL;Chile;9779314;RANGE_INTERPOLATED
CALLE LARGA;1143;-334.249.558;-706.511.569;1143;Juarez Larga;Recoleta;Recoleta;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10912300;RANGE_INTERPOLATED
AVDA BULNES;256;-531.533.362;-70.910.186;256;Pedro Sarmiento de Gamboa;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;10715490;RANGE_INTERPOLATED
LOS CARRERA;2101;-330.486.785;-714.248.393;2101;Los Carrera;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;10912599;RANGE_INTERPOLATED
ALAMEDA;83;-370.363.286;-723.894.541;83;Alameda;Cabrero;Cabrero;Región del Bío Bío;Región del Bío Bío;CL;Chile;S/N;S/N;9896488;ROOFTOP
ESTACION EL CANELO;3161;-336.278.389;-706.123.114;3161;Estación El Canelo;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10912608;RANGE_INTERPOLATED
LOS MANIOS;865;-455.814.989;-720.670.532;865;Los Mañíos;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;10856574;RANGE_INTERPOLATED
CALLE A PASAJEDOS;1848;-41.472.754;-729.818.609;1848;Pasaje Dos;Puerto Montt;Puerto Montt;Llanquihue;Llanquihue;X Región;X Región;CL;Chile;10359344;RANGE_INTERPOLATED
AVENIDA EJERCITO;1530;-236.868.685;-704.186.358;1530;Avenida Ejército;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;10093778;RANGE_INTERPOLATED
cerro cantillana;15045;-336.003.186;-706.728.562;15045;Cerro Cantillana;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;10996653;ROOFTOP
CUATRO CON LOS CHUNCHOS;3791;-202.628.995;-701.237.641;3791;Los Chunchos;Iquique;Iquique;Iquique;Iquique;Región de Tarapacá;Región de Tarapacá;CL;Chile;10311849;RANGE_INTERPOLATED
LENGA;69;-364.203.129;-719.654.621;69;La Lenga;San Carlos;San Carlos;Nuble;Nuble;Región del Bío Bío;Región del Bío Bío;CL;Chile;10109769;RANGE_INTERPOLATED
PASAJE ADOLFO RUIZ MARTINEZ;548;-335.988.179;-705.700.496;548;Adolfo Ruiz Martínez;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10954861;ROOFTOP
PASAJE CERRO TERMAS CHILLAN;589;-366.143.998;-720.733.945;589;Cerro Termas de Chillán;Chillan;Chillan;Nuble;Nuble;Región del Bío Bío;Región del Bío Bío;CL;Chile;10942884;RANGE_INTERPOLATED
LIKANKURA;2290;-334.732.851;-705.466.149;1741;Palena;Penalolen;Penalolen;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9900016;ROOFTOP
AVDA ARGENTINA;2989;-23.646.491;-703.927.624;2989;Avenida Argentina;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;10557209;ROOFTOP
LICENCIADO LAS PENAS;5147;-334.531.444;-705.765.219;5147;Licenciado de Las Penas;Ñuñoa;Ñuñoa;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10659191;RANGE_INTERPOLATED
PARDE VICENTE IRARRAZABAL;1804;-334.715.906;-706.927.939;1804;Padre Vicente Irarrázabal;Santiago;Santiago;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10518164;ROOFTOP
CERRO CASA DE PIEDRA;1300;-336.304.344;-705.901.988;1300;Cerro Casa de Piedra;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10582448;RANGE_INTERPOLATED
MONSENOR RAUL SILVA ENRIQUE;2109;-336.788.296;-712.330.584;2109;Mons Raúl Silva Henríquez;Melipilla;Melipilla;Melipilla;Melipilla;Región Metropolitana;Región Metropolitana;CL;Chile;10965672;ROOFTOP
SARGENTO MENADIER;2607;-33.620.095;-706.051.739;2607;Sargento Menadier;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10911922;RANGE_INTERPOLATED
CALLE MIRAFLORES;10;-337.307.987;-706.843.464;10;Miraflores;Alto Jahuel;Alto Jahuel;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;10189138;ROOFTOP
MANUEL MONTT;1130;-334.383.226;-706.157.986;1130;Avenida Manuel Montt;Providencia;Providencia;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9933501;RANGE_INTERPOLATED
SERRANO B;1584;-33.053.371;-713.865.012;1584;Serrano;Villa Alemana;Villa Alemana;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;10964844;RANGE_INTERPOLATED
HEVIA;118;-330.434.283;-714.670.337;118;Hevia;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;10735099;RANGE_INTERPOLATED
CAMINO A MELIPILLA;3388;-335.766.422;-708.223.536;3388;Camino a Melipilla;Padre Hurtado;Padre Hurtado;Talagante;Talagante;Región Metropolitana;Región Metropolitana;CL;Chile;10911954;ROOFTOP
MANUEL RODRIGUEZ;480;-376.667.376;-720.202.564;480;Manuel Rodriguez;Santa Bárbara;Santa Bárbara;Región del Bío Bío;Región del Bío Bío;CL;Chile;S/N;S/N;10467417;RANGE_INTERPOLATED
JOSE ANTONIO SALINAS;175;-326.185.906;-706.885.939;2500;José Antonio Salinas;Putaendo;Putaendo;San Felipe de Aconcagua;San Felipe de Aconcagua;Región de Valparaíso;Región de Valparaíso;CL;Chile;9839428;ROOFTOP
AVENIDA LAS TORRES;63;-341.835.289;-707.412.495;63;Las Torres;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10451825;RANGE_INTERPOLATED
FRANCISCO ECHAURREN;15;-330.358.108;-716.322.747;15;Francisco Echaurren;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10994235;RANGE_INTERPOLATED
CATORCE SUR;86;-354.436.079;-716.588.376;86;Catorce Sur;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;10885479;RANGE_INTERPOLATED
CHUNGARA;468;-349.962.637;-712.540.933;468;Chungará;Curicó;Curicó;Curicó;Curicó;VII Región;VII Región;CL;Chile;10786344;RANGE_INTERPOLATED
SAN PEDRO;431;-367.987.171;-730.832.486;431;Nva Imperial;Hualpen;Hualpen;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;9768789;RANGE_INTERPOLATED
RAMADITA;4700;-22.062.569;-70.186.468;4700;Ramaditas;Tocopilla;Tocopilla;Tocopilla;Tocopilla;Región de Antofagasta;Región de Antofagasta;CL;Chile;10903076;ROOFTOP
LORD COCHRANE;320;-33.030.129;-715.732.589;320;Lord Cochrane;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10734831;ROOFTOP
PASEJE LOS ULMOS;1334;-334.315.707;-707.537.015;1334;Los Ulmos;Pudahuel;Pudahuel;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10253631;RANGE_INTERPOLATED
INDEPENDENCIA;12;-455.741.577;-720.501.928;12;Independencia;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;10552437;RANGE_INTERPOLATED
pasaje la flecha;745;-335.990.642;-705.662.338;745;La Flecha;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;11114590;RANGE_INTERPOLATED
PASAJE EL NUDO;1680;-336.287.028;-705.948.314;1680;El Nudo;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10934289;RANGE_INTERPOLATED
VARAS MENA;921;-335.096.973;-706.526.601;921;Varas Mena;San Miguel;San Miguel;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10796804;ROOFTOP
LOS ALAMOS;390;-330.237.937;-715.651.915;390;Alamos;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10355962;ROOFTOP
ICHUAC;1082;-336.270.217;-706.211.874;1082;Ichuac;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10911991;RANGE_INTERPOLATED
BASCUNAN GUERRERO;1909;-334.726.395;-706.717.489;1909;Bascuñán Guerrero;Santiago;Santiago;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10249443;ROOFTOP
DE LA LOMA;2687;-33.041.775;-71.483.529;2687;La Loma;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;10734867;RANGE_INTERPOLATED
LACIO PONIENTE;1609;-335.960.817;-705.818.315;1609;Lazio Poniente;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10971710;RANGE_INTERPOLATED
PJE COSAPILLA;616;-335.354.575;-707.861.279;616;Cosapilla;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9896981;RANGE_INTERPOLATED
CARRETERA GENERAL SAN MARTIN KM;28;-331.880.719;-706.577.027;28;General San Martín;Colina;Colina;Chacabuco;Chacabuco;Región Metropolitana;Región Metropolitana;CL;Chile;11010831;RANGE_INTERPOLATED
CAMINO EL ROSAL;4220;-33.489.946;-707.761.012;4220;Avenida El Rosal;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10734876;ROOFTOP
VIOLETA PARRA;1126;-341.510.013;-707.123.866;1126;Violeta Parra;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;9948829;ROOFTOP
CARRETERA H TREINTA;715;-341.753.819;-707.244.722;715;Calle Treinta;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10207716;RANGE_INTERPOLATED
SAN MARTIN;174;-34.166.951;-70.745.512;174;San Martín;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10181122;ROOFTOP
cerro san ramon sur;9534;-334.414.578;-707.721.653;9534;Cerro San Ramón Sur;Pudahuel;Pudahuel;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10695052;ROOFTOP
AUTOPISTA LOS LIBERTADORES KM;28;-329.459.261;-706.834.017;28;Autopista Los Libertadores;Los Ranchillos;Los Ranchillos;Región de Valparaíso;Región de Valparaíso;CL;Chile;S/N;S/N;10557154;RANGE_INTERPOLATED
CANCHAS;66;-333.798.993;-706.748.889;66;Cancha;Conchalí;Conchalí;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10857171;RANGE_INTERPOLATED
MILLANCURA;3452;-335.883.895;-706.137.555;3452;Millancura;La Pintana;La Pintana;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;11020545;RANGE_INTERPOLATED
CAMINO A MELIPILLA;15300;-335.351.794;-707.682.053;15300;Camino a Melipilla;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10097048;RANGE_INTERPOLATED
CARDENAL SAMORE;917;-331.147.056;-715.768.602;917;Cardenal Samoré;Placilla;Placilla;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;9468370;RANGE_INTERPOLATED
PINTOR MIGUEL ANTONIO GANA;3086;-298.669.162;-712.462.754;3086;Pintor Miguel Antonio Gana Castro;La Serena;La Serena;Región de Coquimbo;Región de Coquimbo;CL;Chile;S/N;S/N;10306795;RANGE_INTERPOLATED
ANIBAL PINTO;3228;-224.566.402;-68.931.403;3228;Aníbal Pinto;Calama;Calama;El Loa;El Loa;Región de Antofagasta;Región de Antofagasta;CL;Chile;10735533;RANGE_INTERPOLATED
PANGAL;1078;-453.904.994;-726.954.118;1078;Acceso A El Pangal;Aysén;Aysén;XI Región;XI Región;CL;Chile;S/N;S/N;10734956;RANGE_INTERPOLATED
LAS GONZALINAS;SN;-34.135.173;-70.786.925;S/N;La Gonzalina;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;9238915;ROOFTOP
LA VICTORIA;356;-335.263.056;-706.282.437;356;La Victoria;La Granja;La Granja;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10517810;RANGE_INTERPOLATED
CONSTITUCION;55;-367.160.219;-731.096.802;55;Constitución;Talcahuano;Talcahuano;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;10715641;ROOFTOP
TIL TIL BAJO;825;-273.800.004;-703.071.155;825;Til Til Bajo;Copiapó;Copiapó;Copiapo;Copiapo;III Región;III Región;CL;Chile;10502911;RANGE_INTERPOLATED
AVENIDA LLAIMA;91;-368.073.219;-730.391.531;91;Llaima;Concepción;Concepción;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;10110463;RANGE_INTERPOLATED
CAMINO SAN ANTONIO;0;-431.176.586;-735.973.572;S/N;Camino San Antonio;Quellón;Quellón;X Región;X Región;CL;Chile;S/N;S/N;10110474;RANGE_INTERPOLATED
PASAJE LOS ALACALUFE;1320;-335.978.232;-705.603.228;1320;Los Mapuches;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;11020378;RANGE_INTERPOLATED
PJE GERMAN HESSE;785;-33.473.286;-707.257.987;785;Herman Hesse;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10198981;ROOFTOP
OJO BUENO;SN;-53.167.139;-709.325.599;S/N;Ojo Bueno;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;10878380;ROOFTOP
PADRE PALOTINO;224;-336.249.797;-70.697.541;224;Padre Palotinos;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;10984873;RANGE_INTERPOLATED
COLON;500;-33.552.525;-716.073.031;500;Colón;Cartagena;Cartagena;San Antonio;San Antonio;Región de Valparaíso;Región de Valparaíso;CL;Chile;10735311;RANGE_INTERPOLATED
NUEVA CENTENARIO;1879;-335.288.188;-706.728.632;8408;Calle Industria;La Cisterna;La Cisterna;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10719153;ROOFTOP
MATTA;696;-36.427.405;-719.549.495;696;Manuel Antonio Matta Goyenechea;San Carlos;San Carlos;Nuble;Nuble;Región del Bío Bío;Región del Bío Bío;CL;Chile;10312289;RANGE_INTERPOLATED
NUEVO HORIZONTE;696;-364.244.603;-719.761.278;696;Pasaje Nuevo Horizonte;San Carlos;San Carlos;Nuble;Nuble;Región del Bío Bío;Región del Bío Bío;CL;Chile;10245017;ROOFTOP
SAN FRANCISCO;16361;-336.072.254;-706.706.511;16361;San Francisco;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;10947877;RANGE_INTERPOLATED
CALLE SINFORIANO OSSA;106;-364.280.924;-71.964.603;106;Sinforiano Ossa;San Carlos;San Carlos;Nuble;Nuble;Región del Bío Bío;Región del Bío Bío;CL;Chile;10947879;RANGE_INTERPOLATED
URIBE;1870;-236.565.047;-703.942.676;1870;Uribe;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;10785076;RANGE_INTERPOLATED
JERONA;655;-387.321.643;-726.250.594;655;Gerona;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;10911800;ROOFTOP
GALVARINO;664;-531.591.845;-709.393.008;664;Galvarino;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;10339617;RANGE_INTERPOLATED
LOS LAURELES;676;-377.292.731;-722.353.747;676;Los Laureles;Mulchen;Mulchen;Biobio;Biobio;Región del Bío Bío;Región del Bío Bío;CL;Chile;10968225;RANGE_INTERPOLATED
CALLE AGUAYO;42;-330.294.805;-716.374.981;42;Aguayo;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10665534;RANGE_INTERPOLATED
